id	action	attribute	value
nmdc:omprc-11-1avd3d16	insert	has_output	nmdc:dobj-11-k5qf8f61|
nmdc:omprc-11-hk1bje46	remove item	has_output	jgi:55d817f70d8785342fcf8270|
nmdc:omprc-11-hk1bje46	insert	has_output	nmdc:dobj-11-wvje1j80|
nmdc:omprc-11-qtje8r57	remove item	has_output	jgi:55d817fa0d8785342fcf8272|
nmdc:omprc-11-qtje8r57	insert	has_output	nmdc:dobj-11-sp1dx351|
nmdc:omprc-11-7ey2jr63	remove item	has_output	jgi:55d740220d8785342fcf7e35|
nmdc:omprc-11-7ey2jr63	insert	has_output	nmdc:dobj-11-h4fha619|
nmdc:omprc-11-qngh7497	remove item	has_output	jgi:55a9caff0d87852b2150891e|
nmdc:omprc-11-qngh7497	insert	has_output	nmdc:dobj-11-p9rq4261|
nmdc:omprc-11-jk7zjz92	remove item	has_output	jgi:55d817f30d8785342fcf826d|
nmdc:omprc-11-jk7zjz92	insert	has_output	nmdc:dobj-11-phjw3w62|
nmdc:omprc-11-2jt0jk84	remove item	has_output	jgi:55f23d820d8785306f964980|
nmdc:omprc-11-2jt0jk84	insert	has_output	nmdc:dobj-11-7pwab132|
nmdc:omprc-11-hqmmwn16	remove item	has_output	jgi:55d817fe0d8785342fcf8276|
nmdc:omprc-11-hqmmwn16	insert	has_output	nmdc:dobj-11-7g54r371|
nmdc:omprc-11-qsxwf517	remove item	has_output	jgi:55d7402b0d8785342fcf7e3c|
nmdc:omprc-11-qsxwf517	insert	has_output	nmdc:dobj-11-zx1hkd49|
nmdc:omprc-11-932jcd76	remove item	has_output	jgi:574fe0a17ded5e3df1ee148a|
nmdc:omprc-11-932jcd76	insert	has_output	nmdc:dobj-11-zb61bz69|
nmdc:omprc-11-p0jdew93	remove item	has_output	jgi:574fde697ded5e3df1ee140a|
nmdc:omprc-11-p0jdew93	insert	has_output	nmdc:dobj-11-r2hspr31|
nmdc:omprc-11-dtsr6z90	remove item	has_output	jgi:574fde6c7ded5e3df1ee140c|
nmdc:omprc-11-dtsr6z90	insert	has_output	nmdc:dobj-11-dvy2av42|
nmdc:omprc-11-hwadfm25	remove item	has_output	jgi:574fe0a87ded5e3df1ee148e|
nmdc:omprc-11-hwadfm25	insert	has_output	nmdc:dobj-11-h1bew282|
nmdc:omprc-11-vnnn4722	remove item	has_output	jgi:574fde667ded5e3df1ee1407|
nmdc:omprc-11-vnnn4722	insert	has_output	nmdc:dobj-11-5mt10622|
nmdc:omprc-11-p21wp875	remove item	has_output	jgi:574fe0a67ded5e3df1ee148d|
nmdc:omprc-11-p21wp875	insert	has_output	nmdc:dobj-11-ggn5ha23|
nmdc:omprc-11-vs67yj43	remove item	has_output	jgi:574fde867ded5e3df1ee1420|
nmdc:omprc-11-vs67yj43	insert	has_output	nmdc:dobj-11-1jxf0m20|
nmdc:omprc-11-nhf5m035	remove item	has_output	jgi:574fe0ac7ded5e3df1ee1491|
nmdc:omprc-11-nhf5m035	insert	has_output	nmdc:dobj-11-aw4wks31|
nmdc:omprc-11-w3v30q48	remove item	has_output	jgi:574fde8a7ded5e3df1ee1422|
nmdc:omprc-11-w3v30q48	insert	has_output	nmdc:dobj-11-a52d6695|
nmdc:omprc-11-vykcbs96	remove item	has_output	jgi:574fde6e7ded5e3df1ee140d|
nmdc:omprc-11-vykcbs96	insert	has_output	nmdc:dobj-11-yjmvgb38|
nmdc:omprc-11-dw7shd52	remove item	has_output	jgi:574fde8c7ded5e3df1ee1424|
nmdc:omprc-11-dw7shd52	insert	has_output	nmdc:dobj-11-pr8zqm21|
nmdc:omprc-11-j43hz774	remove item	has_output	jgi:574fe0af7ded5e3df1ee1493|
nmdc:omprc-11-j43hz774	insert	has_output	nmdc:dobj-11-srrrsz66|
nmdc:omprc-11-kgxpef29	remove item	has_output	jgi:574fe0b17ded5e3df1ee1494|
nmdc:omprc-11-kgxpef29	insert	has_output	nmdc:dobj-11-qjrhfc82|
nmdc:omprc-11-qrsway30	remove item	has_output	jgi:574fe0b47ded5e3df1ee1496|
nmdc:omprc-11-qrsway30	insert	has_output	nmdc:dobj-11-zqgnfj09|
nmdc:omprc-11-nry91b19	remove item	has_output	jgi:574fde907ded5e3df1ee1426|
nmdc:omprc-11-nry91b19	insert	has_output	nmdc:dobj-11-hkern724|
nmdc:omprc-11-0n8y1d07	remove item	has_output	jgi:574fde947ded5e3df1ee1429|
nmdc:omprc-11-0n8y1d07	insert	has_output	nmdc:dobj-11-9wykaf95|
nmdc:omprc-11-p1735e67	remove item	has_output	jgi:574fde937ded5e3df1ee1428|
nmdc:omprc-11-p1735e67	insert	has_output	nmdc:dobj-11-r0ygq360|